index,beer_name,ounces,abv,ibu,brewery_id,brewery_name,city,state,style
277,Deception,12,0.045,16,112,Black Market Brewing Company,Temecula,CA,American Blonde Ale
278,Blackmarket Rye IPA,12,0.075,35,112,Black Market Brewing Company,Temecula,CA,American IPA
279,Black Market Hefeweizen,12,0.05,8,112,Black Market Brewing Company,Temecula,CA,Hefeweizen
280,Aftermath Pale Ale,12,0.058,44,112,Black Market Brewing Company,Temecula,CA,American Pale Ale (APA)
281,American India Red Ale,12,0.071,83,294,Black Shirt Brewing Company,Denver,CO,American Strong Ale
282,American Red Porter,12,0.071,45,294,Black Shirt Brewing Company,Denver,CO,American Porter
283,American Red Saison,12,0.078,34,294,Black Shirt Brewing Company,Denver,CO,Saison / Farmhouse Ale
284,Colorado Red Ale,12,0.066,44,294,Black Shirt Brewing Company,Denver,CO,American Amber / Red Ale
285,Saddle Bronc Brown Ale,12,0.048,16,79,Black Tooth Brewing Company,Sheridan,WY,American Brown Ale
286,Bomber Mountain Amber Ale,12,0.046,20,79,Black Tooth Brewing Company,Sheridan,WY,American Amber / Red Ale
287,Flying Sailor,12,0.073,,95,Blackrocks Brewery,Marquette,MA,Rye Beer
288,Nordskye,12,0.048,47,12,Blackrocks Brewery,Marquette,MI,American IPA
289,North Third Stout,12,0.06,30,12,Blackrocks Brewery,Marquette,MI,Foreign / Export Stout
290,Honey Lav,12,0.052,,12,Blackrocks Brewery,Marquette,MI,American Pale Wheat Ale
291,Coconut Brown Ale,12,0.068,,12,Blackrocks Brewery,Marquette,MI,American Brown Ale
292,51K IPA,12,0.07,51,12,Blackrocks Brewery,Marquette,MI,American IPA
293,Grand Rabbits,12,0.055,,12,Blackrocks Brewery,Marquette,MI,Cream Ale
294,1800 Big Log Wheat (2012),12,0.05,,380,Blue Blood Brewing Company,Lincoln,NE,American Pale Wheat Ale
295,Double Play Pilsner,12,,,380,Blue Blood Brewing Company,Lincoln,NE,American Pilsner
296,Brewerhood Brown Ale,12,0.055,,380,Blue Blood Brewing Company,Lincoln,NE,American Brown Ale
297,Last Call Imperial Amber Ale,12,0.08,,380,Blue Blood Brewing Company,Lincoln,NE,American Amber / Red Ale
298,Pernicious Double IPA,12,0.096,,380,Blue Blood Brewing Company,Lincoln,NE,American Double / Imperial IPA
299,6-4-3 Double Play Pilsner,12,0.052,,380,Blue Blood Brewing Company,Lincoln,NE,German Pilsener
300,N Street Drive-In 50th Anniversary IPA,12,,,380,Blue Blood Brewing Company,Lincoln,NE,American Double / Imperial IPA
301,467 Ethan's Stout,12,0.05,,380,Blue Blood Brewing Company,Lincoln,NE,American Stout
302,1335 Wicked Snout,12,0.064,,380,Blue Blood Brewing Company,Lincoln,NE,Saison / Farmhouse Ale
303,543 Skull Creek Fresh Hopped Pale Ale,12,0.045,,380,Blue Blood Brewing Company,Lincoln,NE,American Pale Ale (APA)
304,1327 Pod's ESB,12,0.056,37,380,Blue Blood Brewing Company,Lincoln,NE,Extra Special / Strong Bitter (ESB)
305,1327 Pod's ESB,12,0.056,37,380,Blue Blood Brewing Company,Lincoln,NE,Extra Special / Strong Bitter (ESB)
306,1327 Pod's ESB,12,0.056,37,380,Blue Blood Brewing Company,Lincoln,NE,Extra Special / Strong Bitter (ESB)
307,834 Happy As Ale,12,0.046,35,380,Blue Blood Brewing Company,Lincoln,NE,American Pale Ale (APA)
308,Yellow Collar,12,0.059,,422,Blue Dog Mead,Eugene,OR,Mead
309,Green Collar,12,0.059,,422,Blue Dog Mead,Eugene,OR,Mead
310,Quarter Mile Double IPA,12,0.08,80,304,Blue Hills Brewery,Canton,MA,American Double / Imperial IPA
311,Full Nelson Pale Ale,12,0.059,60,382,Blue Mountain Brewery,Afton,VA,American Pale Ale (APA)
312,Steel Wheels ESB,12,0.065,30,382,Blue Mountain Brewery,Afton,VA,Extra Special / Strong Bitter (ESB)
313,Blue Mountain Classic Lager,12,0.053,22,382,Blue Mountain Brewery,Afton,VA,Euro Pale Lager
314,Full Nelson Pale Ale (2010),12,0.059,60,382,Blue Mountain Brewery,Afton,VA,American Pale Ale (APA)
315,Kölsch 151,12,0.049,16,414,Blue Mountain Brewery,Arrington,VA,Kölsch
316,Professor Black,12,,,77,Blue Owl Brewing,Austin,TX,American Stout
317,Little Boss,12,,,77,Blue Owl Brewing,Austin,TX,American Pale Wheat Ale
318,Van Dayum!,12,,,77,Blue Owl Brewing,Austin,TX,American Amber / Red Ale
319,Spirit Animal,12,,,77,Blue Owl Brewing,Austin,TX,American Pale Ale (APA)
320,Toxic Sludge,16,0.07,,489,Blue Point Brewing Company,Patchogue,NY,American Black Ale
321,Blue Point White IPA,12,0.06,40,489,Blue Point Brewing Company,Patchogue,NY,American White IPA
322,Blue Point Summer Ale,12,0.044,16,489,Blue Point Brewing Company,Patchogue,NY,American Blonde Ale
323,Toasted Lager,12,0.055,28,489,Blue Point Brewing Company,Patchogue,NY,Vienna Lager
324,Bohemian Export Lager,12,0.06,,364,Bohemian Brewery,Midvale,UT,Dortmunder / Export Lager
325,Altus Bohemes Altbier,12,0.053,,364,Bohemian Brewery,Midvale,UT,Altbier
326,Cherny Bock,12,0.04,,364,Bohemian Brewery,Midvale,UT,Schwarzbier
327,Czech Pilsner,12,0.05,,364,Bohemian Brewery,Midvale,UT,Czech Pilsener
328,Viennese Lager,12,0.05,,364,Bohemian Brewery,Midvale,UT,Vienna Lager
329,Mad Manatee IPA,12,0.065,,378,Bold City Brewery,Jacksonville,FL,American IPA
330,Killer Whale Cream Ale,12,0.055,,378,Bold City Brewery,Jacksonville,FL,Cream Ale
331,Duke's Cold Nose Brown Ale,12,0.06,,378,Bold City Brewery,Jacksonville,FL,American Brown Ale
332,Longhop IPA,16,0.042,30,281,Bolero Snort Brewery,Ridgefield Park,NJ,American IPA
333,Lucky Buck,16,0.04,34,281,Bolero Snort Brewery,Ridgefield Park,NJ,Irish Dry Stout
334,Bomb Lager (New Recipe),12,0.051,,525,Bomb Beer Company,New York,NY,Munich Helles Lager
335,Bomb Lager (Old Recipe),12,0.045,27,525,Bomb Beer Company,New York,NY,Munich Helles Lager
336,Firestarter India Pale Ale,12,0.066,72,107,Bonfire Brewing Company,Eagle,CO,American IPA
337,Kilt Dropper Scotch Ale,16,0.075,22,107,Bonfire Brewing Company,Eagle,CO,Scotch Ale / Wee Heavy
338,Wood Splitter Pilsner,16,0.048,30,107,Bonfire Brewing Company,Eagle,CO,Czech Pilsener
339,Gyptoberfest,12,0.056,26,107,Bonfire Brewing Company,Eagle,CO,Märzen / Oktoberfest
340,Farmer Wirtz India Pale Ale,16,0.07,94,107,Bonfire Brewing Company,Eagle,CO,English India Pale Ale (IPA)
341,Slow & Steady Golden Ale,12,0.047,,107,Bonfire Brewing Company,Eagle,CO,American Blonde Ale
342,Pink-I Raspberry IPA,16,0.068,,107,Bonfire Brewing Company,Eagle,CO,American IPA
343,Moe's Original Bar B Que 'Bama Brew Golden Ale,12,0.047,,107,Bonfire Brewing Company,Eagle,CO,American Blonde Ale
344,Live Local Golden Ale,12,0.047,,107,Bonfire Brewing Company,Eagle,CO,American Blonde Ale
345,Screaming Eagle Special Ale ESB,12,0.048,38,107,Bonfire Brewing Company,Eagle,CO,Extra Special / Strong Bitter (ESB)
346,Dirtbag Dunkel,16,0.049,,107,Bonfire Brewing Company,Eagle,CO,Munich Dunkel Lager
347,Kindler Pale Ale,12,0.053,45,107,Bonfire Brewing Company,Eagle,CO,American Pale Ale (APA)
348,Mistress Winter Wheat,12,0.064,,107,Bonfire Brewing Company,Eagle,CO,Winter Warmer
349,Tent Pole Vanilla Porter,16,0.061,,107,Bonfire Brewing Company,Eagle,CO,American Porter
350,Awry Rye Pale Ale,12,0.058,,107,Bonfire Brewing Company,Eagle,CO,American Pale Ale (APA)
351,Demshitz Brown Ale,12,0.058,,107,Bonfire Brewing Company,Eagle,CO,American Brown Ale
352,Wood Splitter Pilsner (2012),12,0.048,,107,Bonfire Brewing Company,Eagle,CO,Czech Pilsener
353,Brush Creek Blonde,16,0.048,,107,Bonfire Brewing Company,Eagle,CO,American Blonde Ale
354,Firestarter India Pale Ale,16,0.066,72,107,Bonfire Brewing Company,Eagle,CO,American IPA
355,Noche Dulce,16,0.071,16,231,Borderlands Brewing Company,Tucson,AZ,American Porter
356,Porch Rocker,12,0.045,8,300,Boston Beer Company,Boston,MA,Radler
357,Rebel IPA,16,0.065,45,300,Boston Beer Company,Boston,MA,American IPA
358,Cold Snap,12,0.055,,300,Boston Beer Company,Boston,MA,Witbier
359,Samuel Adams Winter Lager,12,0.056,,300,Boston Beer Company,Boston,MA,Bock
360,Boston Lager,16,0.049,30,300,Boston Beer Company,Boston,MA,Vienna Lager
361,Boston Lager,12,0.049,30,300,Boston Beer Company,Boston,MA,Vienna Lager
362,Samuel Adams Octoberfest,12,0.053,15,300,Boston Beer Company,Boston,MA,Märzen / Oktoberfest
363,Samuel Adams Summer Ale,12,0.053,7,300,Boston Beer Company,Boston,MA,American Pale Wheat Ale
364,Boston Lager,12,0.049,30,300,Boston Beer Company,Boston,MA,Vienna Lager
365,Hazed & Infused,12,0.049,35,417,Boulder Beer Company,Boulder,CO,American Pale Ale (APA)
366,Hoopla Pale Ale,12,0.057,35,417,Boulder Beer Company,Boulder,CO,American Pale Ale (APA)
367,Hazed & Infused (2010),12,0.049,35,417,Boulder Beer Company,Boulder,CO,American Pale Ale (APA)
368,Heavy Lifting,12,0.062,80,31,Boulevard Brewing Company,Kansas City,MO,American IPA
369,1492,12,0.065,,167,Boxcar Brewing Company,West Chester,PA,American Pale Ale (APA)
370,Mango Ginger,12,0.058,,167,Boxcar Brewing Company,West Chester,PA,American IPA
371,Passenger,12,0.047,,167,Boxcar Brewing Company,West Chester,PA,English Dark Mild Ale
372,Plum St. Porter,12,0.06,52,219,Bozeman Brewing Company,Bozeman,MT,American Porter
373,Plum St. Porter,12,0.057,52,219,Bozeman Brewing Company,Bozeman,MT,American Porter
374,Bozone HopZone IPA,12,0.07,80,219,Bozeman Brewing Company,Bozeman,MT,American IPA
375,Bozone Hefe Weizen,12,0.06,25,219,Bozeman Brewing Company,Bozeman,MT,Hefeweizen
376,Bozone Select Amber Ale,12,0.055,,219,Bozeman Brewing Company,Bozeman,MT,American Amber / Red Ale
377,Evil Owl,12,0.052,40,207,Branchline Brewing Company,San Antonio,TX,American Amber / Red Ale
378,Post Time Kölsch,16,0.05,,195,Breakside Brewery,Portland,OR,Kölsch
379,Agave Wheat,12,0.042,9,391,Breckenridge Brewery,Denver,CO,American Pale Wheat Ale
380,SummerBright Ale,12,0.045,15,391,Breckenridge Brewery,Denver,CO,American Pale Wheat Ale
381,Lucky U IPA,12,0.062,68,391,Breckenridge Brewery,Denver,CO,American IPA
382,Avalanche Ale,12,0.054,19,391,Breckenridge Brewery,Denver,CO,American Amber / Red Ale
383,"You're My Boy, Blue",12,0.05,,308,Brew Bus Brewing,Tampa,FL,Fruit / Vegetable Beer
384,Last Stop IPA,12,0.072,60,308,Brew Bus Brewing,Tampa,FL,American IPA
385,Rollin Dirty Red Ale,12,0.05,21,308,Brew Bus Brewing,Tampa,FL,Irish Red Ale
386,Are Wheat There Yet?,12,0.055,28,308,Brew Bus Brewing,Tampa,FL,American Pale Wheat Ale
387,Insert Hop Reference,16,0.058,,19,Brew Link Brewing,Plainfield,IN,American Pale Ale (APA)
388,Manitou Amber,16,0.053,,85,Brewery Terra Firma,Traverse City,MI,American Amber / Red Ale
389,Belfort,16,0.067,,10,Brewery Vivant,Grand Rapids,MI,Saison / Farmhouse Ale
390,Star Runner,16,0.06,,10,Brewery Vivant,Grand Rapids,MI,Belgian Pale Ale
391,Tart Side of the Barrel,16,0.098,,10,Brewery Vivant,Grand Rapids,MI,American Double / Imperial Stout
392,Linnaeus Mango IPA,16,0.06,,10,Brewery Vivant,Grand Rapids,MI,American IPA
393,Beasts A'Burnin',16,0.07,,10,Brewery Vivant,Grand Rapids,MI,Rauchbier
394,Verdun,16,0.077,,10,Brewery Vivant,Grand Rapids,MI,Bière de Garde
395,Barrel Aged Triomphe,16,0.065,,10,Brewery Vivant,Grand Rapids,MI,Belgian IPA
396,Cherry Doppelbock,16,0.065,,10,Brewery Vivant,Grand Rapids,MI,Doppelbock
397,Tropical Saison,16,0.065,,10,Brewery Vivant,Grand Rapids,MI,Saison / Farmhouse Ale
398,Beach Patrol,16,0.065,,10,Brewery Vivant,Grand Rapids,MI,Witbier
399,Nuit Serpent,16,0.05,,10,Brewery Vivant,Grand Rapids,MI,Belgian IPA
400,Paris,16,0.09,,10,Brewery Vivant,Grand Rapids,MI,Saison / Farmhouse Ale
401,The Grand Army,16,0.055,,10,Brewery Vivant,Grand Rapids,MI,Belgian IPA
402,Acidulated Trip,16,0.059,,10,Brewery Vivant,Grand Rapids,MI,Saison / Farmhouse Ale
403,Root Stock,16,0.066,,10,Brewery Vivant,Grand Rapids,MI,Rye Beer
404,Mind Games,16,0.041,,10,Brewery Vivant,Grand Rapids,MI,Dunkelweizen
405,Sous Chef,16,0.082,,10,Brewery Vivant,Grand Rapids,MI,Belgian Strong Pale Ale
406,Dubbelicious,16,0.065,,10,Brewery Vivant,Grand Rapids,MI,Dubbel
407,Psychopomp,16,0.062,,10,Brewery Vivant,Grand Rapids,MI,Belgian Dark Ale
408,Fat Paczki,16,,,10,Brewery Vivant,Grand Rapids,MI,Belgian Dark Ale
409,Earth-Like Planets,16,,,10,Brewery Vivant,Grand Rapids,MI,Belgian Pale Ale
410,Ski Patrol,16,0.061,,10,Brewery Vivant,Grand Rapids,MI,Witbier
411,Viking Ice Hole,16,0.063,,10,Brewery Vivant,Grand Rapids,MI,Oatmeal Stout
412,Rye Porter,16,0.056,,10,Brewery Vivant,Grand Rapids,MI,American Porter
413,Wizard Burial Ground,16,0.099,,10,Brewery Vivant,Grand Rapids,MI,Quadrupel (Quad)
414,Smoky Wheat,16,0.051,,10,Brewery Vivant,Grand Rapids,MI,Rauchbier
415,BRIPA,16,0.062,,10,Brewery Vivant,Grand Rapids,MI,Belgian IPA
416,Mela,16,0.062,,10,Brewery Vivant,Grand Rapids,MI,Belgian Dark Ale
417,W.I.P.A Snappa,16,0.053,,10,Brewery Vivant,Grand Rapids,MI,Belgian IPA
418,Pepper in the Rye,16,0.063,,10,Brewery Vivant,Grand Rapids,MI,Rye Beer
419,Moe Lasses',16,0.064,,10,Brewery Vivant,Grand Rapids,MI,American Stout
420,Pumpkin Tart,16,0.07,,10,Brewery Vivant,Grand Rapids,MI,Fruit / Vegetable Beer
421,Undertaker,16,0.067,,10,Brewery Vivant,Grand Rapids,MI,Belgian Dark Ale
422,Undertaker (2014),16,0.067,,10,Brewery Vivant,Grand Rapids,MI,Belgian Dark Ale
423,Coq D'Or,16,0.05,,10,Brewery Vivant,Grand Rapids,MI,Belgian Pale Ale
424,North French,16,0.06,,10,Brewery Vivant,Grand Rapids,MI,Bière de Garde
425,Agent a Deux,16,0.065,,10,Brewery Vivant,Grand Rapids,MI,Belgian Dark Ale
426,Belgian Wit,16,0.045,,10,Brewery Vivant,Grand Rapids,MI,Witbier
427,Pothole Stout,16,0.063,,10,Brewery Vivant,Grand Rapids,MI,American Stout
428,Tree Bucket,16,0.093,,10,Brewery Vivant,Grand Rapids,MI,Belgian IPA
429,Le Flaneur Ale,16,0.073,,10,Brewery Vivant,Grand Rapids,MI,American Wild Ale
430,Maize & Blueberry,16,0.056,,10,Brewery Vivant,Grand Rapids,MI,Fruit / Vegetable Beer
431,Trebuchet Double IPA,16,0.093,,10,Brewery Vivant,Grand Rapids,MI,American Double / Imperial IPA
432,Contemplation,16,0.065,,10,Brewery Vivant,Grand Rapids,MI,Bière de Garde
433,Black Rabbit,16,0.05,,10,Brewery Vivant,Grand Rapids,MI,American Black Ale
434,Zaison,16,0.09,,10,Brewery Vivant,Grand Rapids,MI,Saison / Farmhouse Ale
435,Vivant Tripel,16,0.082,,10,Brewery Vivant,Grand Rapids,MI,Tripel
436,Tart Side of the Moon,16,0.098,,10,Brewery Vivant,Grand Rapids,MI,Belgian Dark Ale
437,Big Red Coq,16,0.06,,10,Brewery Vivant,Grand Rapids,MI,American Amber / Red Ale
438,Hubris Quadrupel Anniversary Ale,16,0.099,,10,Brewery Vivant,Grand Rapids,MI,Quadrupel (Quad)
439,Plow Horse Belgian Style Imperial Stout,16,0.095,,10,Brewery Vivant,Grand Rapids,MI,American Double / Imperial Stout
440,Escoffier Bretta Ale,16,0.092,,10,Brewery Vivant,Grand Rapids,MI,American Wild Ale
441,Contemplation (2012),16,0.065,,10,Brewery Vivant,Grand Rapids,MI,Bière de Garde
442,Vivant Belgian Style Imperial Stout (2012),16,0.099,,10,Brewery Vivant,Grand Rapids,MI,Russian Imperial Stout
443,Big Red Coq (2012),16,0.062,,10,Brewery Vivant,Grand Rapids,MI,American Amber / Red Ale
444,Zaison (2012),16,0.09,,10,Brewery Vivant,Grand Rapids,MI,Saison / Farmhouse Ale
445,Vivant Tripel (2012),16,0.092,,10,Brewery Vivant,Grand Rapids,MI,Tripel
446,Trebuchet Double IPA (2012),16,0.097,,10,Brewery Vivant,Grand Rapids,MI,Belgian IPA
447,Kludde,16,0.085,,10,Brewery Vivant,Grand Rapids,MI,Belgian Strong Dark Ale
448,Farm Hand,16,0.055,,10,Brewery Vivant,Grand Rapids,MI,Saison / Farmhouse Ale
449,Solitude,16,0.06,,10,Brewery Vivant,Grand Rapids,MI,Belgian Pale Ale
450,Triomphe,16,0.065,,10,Brewery Vivant,Grand Rapids,MI,Belgian IPA
451,Tampa Pale Ale,12,,,467,Brindle Dog Brewing Company,Tampa Bay,FL,American Pale Ale (APA)
452,Orange Grove Wheat Ale,12,,,467,Brindle Dog Brewing Company,Tampa Bay,FL,American Pale Wheat Ale
453,Broad Brook Ale,16,0.061,,89,Broad Brook Brewing LLC,East Windsor,CT,American Amber / Red Ale
454,Northern Lights Amber Ale,12,0.05,15,493,Broken Tooth Brewing Company,Anchorage,AK,American Amber / Red Ale
455,Polar Pale Ale,12,0.052,17,493,Broken Tooth Brewing Company,Anchorage,AK,American Pale Ale (APA)
456,Chugach Session Ale,12,0.048,,493,Broken Tooth Brewing Company,Anchorage,AK,Cream Ale
457,Fairweather IPA,12,0.061,64,493,Broken Tooth Brewing Company,Anchorage,AK,American IPA
458,East India Pale Ale,16,0.068,47,437,Brooklyn Brewery,Brooklyn,NY,English India Pale Ale (IPA)
459,Brooklyn Summer Ale,12,0.045,,437,Brooklyn Brewery,Brooklyn,NY,English Pale Mild Ale
460,East India Pale Ale,12,0.068,47,437,Brooklyn Brewery,Brooklyn,NY,English India Pale Ale (IPA)
461,Brooklyn Summer Ale (2011),12,0.045,,437,Brooklyn Brewery,Brooklyn,NY,English Pale Mild Ale
462,Brooklyn Lager (16 oz.),16,0.052,,437,Brooklyn Brewery,Brooklyn,NY,American Amber / Red Lager
463,Brooklyn Lager (12 oz.),12,0.052,,437,Brooklyn Brewery,Brooklyn,NY,American Amber / Red Lager
464,Tour de Nez Belgian IPA (Current),16,0.08,,530,Buckbean Brewing Company,Reno,NV,Belgian IPA
465,Roler Bock (Current),16,,,530,Buckbean Brewing Company,Reno,NV,Maibock / Helles Bock
466,Black Adder IBA (Current),16,0.073,85,530,Buckbean Brewing Company,Reno,NV,American Black Ale
467,Very Noddy Lager (Current),16,0.099,,530,Buckbean Brewing Company,Reno,NV,Schwarzbier
468,Tule Duck Red Ale (Current),16,0.062,42,530,Buckbean Brewing Company,Reno,NV,American Amber / Red Ale
469,Original Orange Blossom Ale (Current),16,0.058,35,530,Buckbean Brewing Company,Reno,NV,Herbed / Spiced Beer
470,Black Noddy Lager (Current),16,0.052,40,530,Buckbean Brewing Company,Reno,NV,Schwarzbier
471,Cleveland Beer Week 2013,16,0.053,,357,Buckeye Brewing,Cleveland,OH,Munich Helles Lager
472,Painted Turtle,12,0.045,,56,BuckleDown Brewing,Lyons,IL,American Pale Ale (APA)
473,1836,12,0.06,40,214,Buffalo Bayou Brewing Company,Houston,TX,American Blonde Ale
474,Summer's Wit,12,0.06,20,214,Buffalo Bayou Brewing Company,Houston,TX,Witbier
475,More Cowbell,16,0.09,118,214,Buffalo Bayou Brewing Company,Houston,TX,American Double / Imperial IPA
476,Wrath of Pele,16,0.065,,24,Burn 'Em Brewing,Michigan City,IN,American Brown Ale
477,Black Beer'd,16,0.068,,24,Burn 'Em Brewing,Michigan City,IN,American Black Ale
478,Mr. Tea,24,0.078,,24,Burn 'Em Brewing,Michigan City,IN,Fruit / Vegetable Beer
479,Pale Alement,12,0.055,40,24,Burn 'Em Brewing,Michigan City,IN,American Pale Ale (APA)
480,Hopkick Dropkick,12,0.099,115,24,Burn 'Em Brewing,Michigan City,IN,American Double / Imperial IPA
481,Kreamed Corn,12,0.06,,24,Burn 'Em Brewing,Michigan City,IN,Cream Ale
482,Coconoats,16,0.065,,24,Burn 'Em Brewing,Michigan City,IN,American Pale Wheat Ale
483,Joey Wheat,16,0.068,16,24,Burn 'Em Brewing,Michigan City,IN,American Pale Wheat Ale
484,3:33 Black IPA,16,0.072,86,24,Burn 'Em Brewing,Michigan City,IN,American IPA
485,MCA,16,0.068,,24,Burn 'Em Brewing,Michigan City,IN,American IPA
486,Pale Alement,16,0.055,40,24,Burn 'Em Brewing,Michigan City,IN,American Pale Ale (APA)
487,Couch Select Lager,12,0.05,14,197,Burnside Brewing Co.,Portland,OR,American Pale Lager
488,Mucho Aloha Hawaiian Pale Ale,12,0.056,36,517,Butcher's Brewing,Carlsbad,CA,American Pale Ale (APA)
489,Heinnieweisse Weissebier,12,0.049,,556,Butternuts Beer and Ale,Garrattsville,NY,Hefeweizen
490,Snapperhead IPA,12,0.068,,556,Butternuts Beer and Ale,Garrattsville,NY,American IPA
491,Moo Thunder Stout,12,0.049,,556,Butternuts Beer and Ale,Garrattsville,NY,Milk / Sweet Stout
492,Porkslap Pale Ale,12,0.043,,556,Butternuts Beer and Ale,Garrattsville,NY,American Pale Ale (APA)
493,Blackbeard,12,0.093,,5,COAST Brewing Company,Charleston,SC,American Double / Imperial Stout
494,Rye Knot,12,0.062,,5,COAST Brewing Company,Charleston,SC,American Brown Ale
495,Dead Arm,12,0.06,,5,COAST Brewing Company,Charleston,SC,American Pale Ale (APA)
496,32°/50° Kölsch,16,0.048,,5,COAST Brewing Company,Charleston,SC,Kölsch
497,HopArt,16,0.077,,5,COAST Brewing Company,Charleston,SC,American IPA
498,Boy King,16,0.097,,5,COAST Brewing Company,Charleston,SC,American Double / Imperial IPA
499,Gran Sport,16,0.052,,182,COOP Ale Works,Oklahoma City,OK,American Porter
500,Horny Toad Cerveza,16,0.053,25,182,COOP Ale Works,Oklahoma City,OK,American Blonde Ale
501,Native Amber,16,0.063,35,182,COOP Ale Works,Oklahoma City,OK,American Amber / Red Ale
502,F5 IPA,16,0.068,100,182,COOP Ale Works,Oklahoma City,OK,American IPA
503,Native Amber (2013),16,0.063,35,182,COOP Ale Works,Oklahoma City,OK,American Amber / Red Ale
504,Horny Toad Cerveza (2013),16,0.053,25,182,COOP Ale Works,Oklahoma City,OK,American Blonde Ale
505,Hopportunity Knocks IPA,12,0.068,100,155,Caldera Brewing Company,Ashland,OR,American IPA
